bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,publication_year,book_age,average_rating_author,ratings_count_author,num_books,author_influence,publisher_influence,popular
18384,The Death of Ivan Ilyich and Other Stories,Leo Tolstoy,4.11,1840224533,9781840224535,eng,256,320,33,12/5/2004,Wordsworth Editions,2004.0,21.0,4.11,709,3,4.3018383632345865,3.882222222222222,1
18385,The Death of Ivan Ilych & Other Stories,Leo Tolstoy,4.11,1593080697,9781593080693,eng,400,263,37,12/15/2003,Barnes  Noble Classics,2003.0,22.0,4.11,709,3,4.3018383632345865,3.9921875,1
18392,The Lost Years of Merlin,T.A. Barron,3.98,0441010288,9780441010288,eng,304,12117,452,7/2/2002,Ace,2002.0,23.0,4.05,24989,3,5.340128179372678,3.8220000000000005,0
18394,The Mirror of Merlin,T.A. Barron,4.06,0441009654,9780441009657,eng,288,6661,54,7/30/2002,Ace,2002.0,23.0,4.05,24989,3,5.340128179372678,3.8220000000000005,1
18395,The Wings of Merlin,T.A. Barron,4.11,0441010245,9780441010240,eng,288,6211,63,1/28/2003,Ace,2003.0,22.0,4.05,24989,3,5.340128179372678,3.8220000000000005,1
18403,El Club Dante,Matthew Pearl/Vicente Villacampa,3.38,8432217204,9788432217203,spa,586,156,9,3/1/2006,Planeta Publishing,2006.0,19.0,3.38,213,2,3.5195152622401773,3.8815384615384616,0
18404,El club Dante,Matthew Pearl/Vicente Villacampa,3.38,8432296325,9788432296321,spa,464,57,2,8/30/2004,Seix Barral,2004.0,21.0,3.38,213,2,3.5195152622401773,3.783333333333333,0
18405,Gone with the Wind,Margaret Mitchell,4.29,0446675539,9780446675536,eng,1037,999139,15323,4/1/1999,Warner Books,1999.0,26.0,4.29,999139,1,6.428024492497624,3.9124,1
18412,The Wind Done Gone,Alice Randall,3.07,0618219064,9780618219063,eng,224,1698,283,4/8/2002,Mariner Books,2002.0,23.0,3.07,1698,1,3.9049679726135684,3.933533333333333,0
18413,Utopia,Thomas More/Clarence H. Miller,3.53,0300084293,9780300084290,eng,200,438,45,2/8/2001,Yale University Press,2001.0,24.0,3.53,438,1,3.7289792600345404,3.9684,0
18414,Utopia,Thomas More/Paul Turner,3.53,0140449108,9780140449105,eng,135,45460,1731,5/6/2003,Penguin Classics,2003.0,22.0,3.53,45460,1,5.121012464469462,3.944565217391304,0
18419,The Kissing Hand,Audrey Penn/Ruth E. Harper/Nancy M. Leak,4.43,1933718005,9781933718002,en-GB,32,57737,1628,10/15/1993,Tanglewood,1993.0,32.0,4.43,57737,1,5.642730680487325,4.43,1
18420,Hands of Light: A Guide to Healing Through the Human Energy Field,Barbara Ann Brennan/Jos. A. Smith,4.27,0553345397,9780553345391,eng,320,10878,106,2/1/1990,Bantam,1990.0,35.0,4.27,10878,1,5.062006317438314,3.8894545454545453,1
18422,Gifted Hands: The Ben Carson Story,Ben Carson/Cecil Murphey,4.21,0310214696,9780310214694,eng,224,11874,1544,11/26/1996,Zondervan,1996.0,29.0,4.21,11874,1,5.058286624782841,4.049166666666667,1
18425,Shake Hands with the Devil,Roméo Dallaire,4.24,0099478935,9780099478935,en-GB,563,242,34,2/3/2005,Arrow,2005.0,20.0,4.24,242,1,3.9065478691141537,3.8346428571428572,1
18427,In the Name of Love and Other True Cases (Crime Files  #4),Ann Rule,4.04,067179356X,9780671793562,eng,414,1353,53,1/1/1998,Pocket Books,1998.0,27.0,4.09,55382,2,5.5413308476652245,3.9031531531531534,1
18431,The Rule of Four,Ian Caldwell/Dustin Thomason,3.23,0440241359,9780440241355,eng,450,25111,1691,6/28/2005,Dell Publishing Company,2005.0,20.0,3.23,25111,1,4.792959765668526,3.8530769230769235,0
18432,The Real Rule of Four: The Unauthorized Guide to the New York Times #1 Bestseller,Joscelyn Godwin,3.46,1932857087,9781932857085,eng,208,88,5,11/1/2005,Disinformation Books,2005.0,20.0,3.46,88,1,3.215220347031631,3.46,0
18438,Time For Kids: Butterflies!,David Bjerklie,3.97,0060782137,9780060782139,eng,32,21,0,2/21/2006,HarperCollins,2006.0,19.0,3.97,21,1,3.050942172119484,4.036875,0
18443,Macbeth,William Shakespeare/Robert S. Miola/Janet Adelman/Stephen Orgel/Peter Holland,3.9,0393977862,9780393977868,eng,416,739,30,11/26/2003,W. W. Norton & Company,2003.0,22.0,3.9,739,1,4.070624491971453,3.9655813953488375,0
18444,Macbeth,William Shakespeare/Kenneth Muir,3.9,1903436486,9781903436486,eng,255,605,41,1/31/1997,Bloomsbury Arden Shakespeare,1997.0,28.0,3.9,605,1,4.010693431932783,3.867777777777778,0
18446,Macbeth,William Shakespeare/Roma Gill,3.9,0198321465,9780198321460,eng,160,156,14,1/20/2005,Oxford University Press,2005.0,20.0,3.9014285714285717,139411,7,5.920159251095469,3.897534246575342,0
18448,Death of a Celebrity (Hamish Macbeth  #17),M.C. Beaton,3.84,0446612049,9780446612043,eng,274,2977,183,1/1/2003,Warner Books,2003.0,22.0,3.811111111111111,27013,9,5.427305732890577,3.9124,0
18449,The Best of the Journal of Irreproducible Results,George H. Scherr/Richard Liebmann-Smith,4.32,0894805959,9780894805950,en-US,195,40,4,1/10/1989,Workman Publishing Company,1989.0,36.0,4.32,40,1,3.4127010561232813,4.0685714285714285,1
18455,The Spy Who Loved Me (James Bond  #10),Ian Fleming,3.4,0142003263,9780142003268,eng,198,8053,460,9/2/2003,Penguin Books,2003.0,22.0,3.7359999999999998,108002,10,5.824553339609176,3.920383141762452,0
18461,Conversations with Jerzy Kosinski,Jerzy Kosiński/Tom Teicholz,3.69,0878056262,9780878056262,eng,242,26,3,5/1/1993,University Press of Mississippi,1993.0,32.0,3.69,26,1,2.9723804959132876,4.011428571428572,0
18486,Frankenstein Makes a Sandwich,Adam Rex,4.21,0152057668,9780152057664,eng,40,1911,276,9/1/2006,Harcourt,2006.0,19.0,4.21,1911,1,4.510400964195393,4.005454545454546,1
18488,Frankenstein  or the Modern Prometheus,Mary Wollstonecraft Shelley/Margaret Brantley,3.79,0743487583,9780743487580,eng,324,12897,780,5/1/2004,Pocket Books,2004.0,21.0,3.79,12897,1,4.873077697983086,3.9031531531531534,0
18489,Frankenstein,Mary Wollstonecraft Shelley/J. Paul Hunter,3.79,0393964582,9780393964585,en-US,336,2188,171,12/17/1995,W. W. Norton & Company,1995.0,30.0,3.79,2188,1,4.340989465368848,3.9655813953488375,0
18496,Mary Shelley: Her Life  Her Fiction  Her Monsters,Anne K. Mellor,3.9,0415901472,9780415901475,eng,308,80,13,12/15/1989,Routledge,1989.0,36.0,3.9,80,1,3.406964182513721,3.686060606060606,0
18500,The Faerie Queene: Books I to III,Edmund Spenser/Douglas Brooks-Davies,3.79,0460873911,9780460873918,eng,575,33,3,11/15/1993,Everyman Paperbacks,1993.0,32.0,3.79,33,1,3.091537593496837,3.79,0
18503,The Faerie Queene,Edmund Spenser,3.56,1840221089,9781840221084,en-US,896,42,5,6/1/2001,Wordsworth Editions,2001.0,24.0,3.56,42,1,3.0469894708200576,3.882222222222222,0
18517,To the Lighthouse,Virginia Woolf/Eudora Welty,3.78,0156907399,9780156907392,en-US,209,4116,300,12/27/1989,Harcourt,1989.0,36.0,3.78,4116,1,4.5254934426429605,4.005454545454546,0
18518,The Diary of Virginia Woolf  Volume One: 1915-1919,Virginia Woolf/Anne Olivier Bell/Quentin Bell,4.32,0156260360,9780156260367,eng,356,1281,40,5/15/1979,Mariner Books,1979.0,46.0,4.32,1281,1,4.445482427356174,3.933533333333333,1
18519,The Diary of Virginia Woolf  Volume Five: 1936-1941,Virginia Woolf/Anne Olivier Bell/Andrew McNeillie,4.5,0156260409,9780156260404,eng,424,231,8,9/30/1985,Mariner Books,1985.0,40.0,4.43,1099,3,4.593178509859916,3.933533333333333,1
18520,The Diary of Virginia Woolf  Volume Three: 1925-1930,Virginia Woolf/Anne Olivier Bell/Andrew McNeillie,4.42,0156260387,9780156260381,eng,408,485,14,9/14/1981,Mariner Books,1981.0,44.0,4.43,1099,3,4.593178509859916,3.933533333333333,1
18521,A Room of One's Own,Virginia Woolf,4.14,0141183535,9780141183534,eng,112,80536,3436,1/1/2000,Penguin Books,2000.0,25.0,3.98,125583,4,5.834106623396798,3.920383141762452,1
18525,Dr. Faustus,Christopher Marlowe,3.8,0486282082,9780486282084,eng,64,45469,935,10/20/1994,Dover Publications,1994.0,31.0,3.8,45469,1,5.256071850157706,3.9538823529411764,0
18526,The Complete Plays,Christopher Marlowe/Robert Lindsey/Frank Romany,4.07,0140436332,9780140436334,eng,752,2428,50,11/27/2003,Penguin Classics,2003.0,22.0,4.07,2428,1,4.512199914812641,3.944565217391304,1
18533,Doctor Faustus and Other Plays,Christopher Marlowe/Eric Rasmussen/David Bevington,3.98,0192834452,9780192834454,eng,503,1712,40,5/7/1998,Oxford University Press,1998.0,27.0,3.98,1712,1,4.362429885609225,3.897534246575342,0
18534,Cyrano de Bergerac,Edmond Rostand/Brian Hooker/Walter Hampden,4.06,0553213601,9780553213607,eng,208,410,62,11/1/1950,Bantam Classics,1950.0,75.0,4.06,410,1,3.974207400460859,4.024545454545454,1
18545,Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.06,0802132758,9780802132758,eng,126,73863,1618,1/21/1994,Grove Press,1994.0,31.0,3.94125,79447,8,5.7949273150422025,3.87051282051282,1
18546,King Lear,William Shakespeare/Stanley Wells,3.91,0192839926,9780192839923,eng,336,233,15,4/12/2001,Oxford University Press  USA,2001.0,24.0,3.91,233,1,3.7302257707193,3.9506666666666668,0
18547,King Lear  Macbeth  Indefinition  and Tragedy,Stephen  Booth,4.11,1877275514,9781877275517,eng,180,18,3,6/1/2002,Cybereditions Corp,2002.0,23.0,4.11,18,1,3.076961129861921,4.11,1
18549,A Break with Charity: A Story about the Salem Witch Trials,Ann Rinaldi,3.79,0152046828,9780152046828,eng,320,5052,417,7/1/2003,HMH Books for Young Readers,2003.0,22.0,3.79,5089,2,4.675232390596992,3.940967741935484,0
18551,A Break With Charity: A Story of the Salem Witch Trials,Ann Rinaldi,3.79,0785735488,9780785735489,eng,297,37,6,4/1/1994,Turtleback Books,1994.0,31.0,3.79,5089,2,4.675232390596992,3.946153846153846,0
18553,The Cay (The Cay  #1),Theodore Taylor,3.76,044022912X,9780440229124,en-US,156,29126,2227,4/8/2003,Laurel Leaf,2003.0,22.0,3.76,29126,1,5.102455693523465,3.94625,0
18556,The Queen of Whale Cay: The Eccentric Story of 'Joe' Carstairs  Fastest Woman on Water,Kate Summerscale/Joe Carstairs,3.69,0140276130,9780140276138,eng,256,393,81,6/1/1999,Penguin Books,1999.0,26.0,3.69,393,1,3.7765347089013694,3.920383141762452,0
18561,Everest: Mountain Without Mercy,Broughton Coburn/David Breashears/Tim Cahill,4.03,0792269845,9780792269847,eng,256,36,2,4/1/2003,National Geographic,2003.0,22.0,4.03,36,1,3.2369048099052566,3.9766666666666666,1
18564,The Summit (Everest  #3),Gordon Korman,3.96,0439411378,9780439411370,eng,154,2584,106,10/1/2002,Scholastic Paperbacks,2002.0,23.0,3.933181818181818,40161,22,5.77389271845346,3.88,0
18574,Everest: Expedition to the Ultimate,Reinhold Messner,3.93,189857345X,9781898573456,eng,286,256,14,9/1/1999,Baton Wicks,1999.0,26.0,3.93,256,1,3.768352261580555,3.93,0
18576,Everything on a Waffle (Coal Harbour #1),Polly Horvath,3.72,0374422087,9780374422080,eng,150,9839,767,9/8/2004,Sunburst,2004.0,21.0,3.72,9839,1,4.756892733125879,3.72,0
18579,Summer of my German Soldier,Bette Greene,3.68,0142406511,9780142406519,en-US,240,832,91,4/20/2006,Puffin Books,2006.0,19.0,3.68,832,1,3.9961395287620416,4.0192000000000005,0
18591,Hamlet (Oxford Bookworms Library: Stage 2),Alistair McCallum/William Shakespeare,3.89,0194232204,9780194232203,eng,54,164,6,10/1/2005,Oxford University Press  USA,2005.0,20.0,3.89,164,1,3.615413078282163,3.9506666666666668,0
18596,By Myself and Then Some,Lauren Bacall,3.95,0061127914,9780061127915,eng,512,2799,170,10/31/2006,It Books,2006.0,19.0,3.95,2799,1,4.494841844960978,3.8499999999999996,0
18600,Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,4.22,0060730552,9780060730550,eng,218,44074,1405,2/3/2004,Harper Perennial,2004.0,21.0,4.22,44074,1,5.45672383829181,3.8980357142857143,1
18603,The Mercy of Thin Air,Ronlyn Domingue,3.83,0743278828,9780743278829,eng,336,4718,656,6/20/2006,Washington Square Press,2006.0,19.0,3.83,4718,1,4.591435093629904,3.7891891891891887,0
18610,Thin Air (Spenser  #22),Robert B. Parker/David Dukes,3.9,0425152901,9780425152904,en-US,320,4055,141,4/1/1996,G.P. Putnam's Sons,1996.0,29.0,3.9,4055,1,4.581015199693295,3.93025,0
18615,Princess Sultana's Daughters,Jean Sasson,3.89,038547444X,9780385474443,eng,229,59,5,6/1/1994,Doubleday Books,1994.0,31.0,3.9450000000000003,4267,2,4.6998926414601145,3.9658823529411764,0
18628,The State of the Art,Iain M. Banks,3.84,189238938X,9781892389381,eng,188,46,6,8/1/2005,Night Shade,2005.0,20.0,4.087,110212,10,6.006130095382317,3.84,0
18629,Excession (Culture  #5),Iain M. Banks,4.21,1857233948,9781857233940,eng,451,173,15,6/13/1996,Orbit,1996.0,29.0,4.087,110212,10,6.006130095382317,4.042222222222223,1
18630,The Player of Games (Culture  #2),Iain M. Banks,4.27,0061053562,9780061053566,eng,293,46139,1648,2/1/1997,HarperPrism,1997.0,28.0,4.087,110212,10,6.006130095382317,4.27,1
18631,Feersum Endjinn,Iain M. Banks,3.82,0553374591,9780553374599,eng,311,320,18,6/1/1995,Spectra/Bantam Books (NYC),1995.0,30.0,4.087,110212,10,6.006130095382317,3.82,0
18637,Use of Weapons,Iain M. Banks,4.18,0553292242,9780553292244,eng,389,210,14,3/1/1992,Bantam Books (NY),1992.0,33.0,4.087,110212,10,6.006130095382317,3.8666666666666667,1
18638,Le Sens du vent,Iain M. Banks,4.2,2221095529,9782221095522,fre,404,7,0,9/30/2002,Robert Laffont,2002.0,23.0,4.087,110212,10,6.006130095382317,4.036666666666666,1
18639,Two Girls  Fat and Thin,Mary Gaitskill,3.64,0684843129,9780684843124,eng,320,1632,150,2/27/1998,Simon  Schuster,1998.0,27.0,3.64,1632,1,4.178081664003129,3.925230769230769,0
18640,Three Novels & Five Short Stories,Daphne du Maurier,4.12,0517349175,9780517349175,eng,677,33,2,12/12/1988,Random House Value Publishing,1988.0,37.0,4.12,33,1,3.2565375934968372,3.958888888888889,1
18646,Galileo's Daughter: A Historical Memoir of Science  Faith and Love,Dava Sobel,3.76,0140280553,9780140280555,eng,420,24290,1323,11/1/2000,Penguin Books (NYC),2000.0,25.0,3.76,24414,2,5.13060835068235,3.76,0
18648,Galileo's Daughter,Dava Sobel,3.76,1857027124,9781857027129,eng,448,124,18,9/15/2000,Fourth Estate Ltd,2000.0,25.0,3.76,24414,2,5.13060835068235,3.76,0
18653,Shop in the Name of Love (The Cheetah Girls #2),Deborah Gregory/Paul Mantell,3.64,0786813857,9780786813858,eng,132,54,5,9/15/1999,Jump at the Sun,1999.0,26.0,3.64,54,1,3.1608293916817303,3.64,0
18655,Shopgirl,Steve Martin,3.43,0786866586,9780786866588,eng,130,1229,147,9/11/2000,Hyperio,2000.0,25.0,3.546666666666667,44553,3,5.261929370244758,3.43,0
18660,The Secret Garden: Talking Beetles and Signaling Trees: The Hidden Ways Gardens Communicate,David Bodanis,4.16,0671868616,9780671868611,eng,187,5,0,11/1/1993,Touchstone Books,1993.0,32.0,4.116666666666666,7090,3,4.99556670154851,4.021428571428571,1
18667,E=mc2: A Biography of the World's Most Famous Equation,David Bodanis/Ralph L. Fowler,4.09,0802713521,9780802713520,en-US,352,163,20,9/1/2000,Walker Books,2000.0,25.0,4.09,163,1,3.7135893644592484,4.010000000000001,1
18671,The Botany of Desire: A Plant's Eye View of the World,Michael Pollan,4.06,0747563004,9780747563006,en-US,291,110,11,3/1/2006,Bloomsbury Publishing PLC,2006.0,19.0,4.06,39790,2,5.427141268247983,3.814285714285714,1
18683,Meeting God at Every Turn,Catherine Marshall,4.36,080079298X,9780800792985,eng,256,213,13,9/1/2002,Chosen Books,2002.0,23.0,4.36,213,1,3.9284222406185445,4.41,1
18699,My Life,Bill Clinton,3.73,0375414576,9780375414572,en-US,957,807,49,6/22/2004,Knopf Publishing Group,2004.0,21.0,3.775,1013,2,4.18371991297896,3.9133333333333336,0
18700,My Life  Volume I: The Early Years,Bill Clinton,3.82,1400096715,9781400096718,en-US,646,206,15,5/31/2005,Vintage,2005.0,20.0,3.775,1013,2,4.18371991297896,3.8941823899371064,0
18710,Murder on the Yellow Brick Road (Toby Peters  #2),Stuart M. Kaminsky,3.63,0743400003,9780743400008,eng,192,454,45,5/1/2000,iBooks,2000.0,25.0,3.63,454,1,3.789718661797274,3.77,0
18718,Down the Yellow Brick Road:The Making of The Wizard of Oz,Doug McClelland/Ted Sennett,3.92,0515040967,9780515040968,eng,159,3,2,5/1/1976,Pyramid Books,1976.0,49.0,3.92,3,1,2.5145177444479563,3.92,0
18722,Alentejo Blue,Monica Ali,2.72,0743293037,9780743293037,eng,304,788,104,6/20/2006,Scribner Book Company,2006.0,19.0,3.0650000000000004,24636,2,4.785823854830074,3.755,0
18723,Brick Lane,Monica Ali,3.41,0743243315,9780743243315,eng,432,23848,1465,6/2/2004,Scribner,2004.0,21.0,3.0650000000000004,24636,2,4.785823854830074,3.856164383561644,0
18728,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,4.18,0684804484,9780684804484,eng,633,37093,1171,10/1/1995,Simon & Schuster,1995.0,30.0,4.23,170933,2,5.949432296554288,3.9634090909090913,1
18736,Going to Pieces Without Falling Apart: A Buddhist Perspective on Wholeness,Mark Epstein/Charlie Conrad,3.9,0767902351,9780767902359,eng,200,4473,228,6/1/1999,Harmony,1999.0,26.0,3.9,4473,1,4.610440878727012,4.081666666666666,0
18741,One More For The Road,Ray Bradbury,3.69,0743440749,9780743440745,eng,289,21,3,4/7/2003,Earthlight,2003.0,22.0,4.014545454545455,19072,11,5.461062757643256,3.825,0
18745,Female Chauvinist Pigs: Women and the Rise of Raunch Culture,Ariel Levy,3.68,0743284283,9780743284288,en-US,236,8511,765,10/3/2006,Free Press,2006.0,19.0,3.68,8511,1,4.693399099586417,3.8764285714285713,0
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,4.32,1400044162,9781400044160,eng,433,71280,5494,9/12/2006,Knopf,2006.0,19.0,4.32,71280,1,5.650944963480082,3.9476923076923076,1
18750,Beauty's Punishment (Sleeping Beauty  #2),A.N. Roquelaure/Anne Rice,3.62,0452281431,9780452281431,eng,233,22255,710,5/1/1999,Penguin Books,1999.0,26.0,3.7350000000000003,57542,4,5.47747391450376,3.920383141762452,0
18753,The World's Last Night: And Other Essays,C.S. Lewis,4.18,0156027712,9780156027717,en-GB,132,1097,117,11/4/2002,Mariner Books,2002.0,23.0,4.211,541665,10,6.545800510852037,3.933533333333333,1
18757,Last Night: Stories,James Salter,3.9,1400078415,9781400078417,eng,132,1825,186,3/14/2006,Vintage,2006.0,19.0,3.9,1825,1,4.341594354458463,3.8941823899371064,0
18758,The Last Night of Ballyhoo,Alfred Uhry,3.71,1559361409,9781559361408,en-US,96,259,16,10/1/1997,Theatre Communications Group,1997.0,28.0,3.71,259,1,3.661833925416647,3.752,0
18761,Civilization and Its Discontents,Sigmund Freud/Louis Menand,3.78,0393059952,9780393059953,eng,192,215,18,1/17/2005,W. W. Norton  Company,2005.0,20.0,3.78,215,1,3.6412129584172384,4.004117647058823,0
18762,Civilization and Its Discontents,Sigmund Freud/James Strachey,3.78,0393096238,9780393096231,eng,121,170,19,12/1/1961,W.W. Norton & Company  Inc. (NY),1961.0,64.0,3.78,170,1,3.571128503062787,3.78,0
18765,I  Claudius (Claudius  #1),Robert Graves,4.27,067972477X,9780679724773,eng,468,45108,1853,10/23/1989,Vintage,1989.0,36.0,4.04,45524,2,5.457527529112364,3.8941823899371064,1
18770,The Modern Mind: An Intellectual History of the 20th Century,Peter Watson,4.26,0060084383,9780060084387,eng,847,588,56,7/23/2002,Harper Perennial,2002.0,23.0,4.26,588,1,4.182157291207465,3.8980357142857143,1
18771,Origins of the Modern Mind: Three Stages in the Evolution of Culture and Cognition,Merlin Donald,4.16,0674644840,9780674644847,eng,424,94,9,3/15/1993,Harvard University Press,1993.0,32.0,4.16,94,1,3.5847925035921513,4.107567567567568,1
18772,Beyond the Post-Modern Mind: The Place of Meaning in a Global Civilization,Huston Smith,4.24,0835608301,9780835608305,en-US,295,69,9,7/25/2003,Quest Books,2003.0,22.0,4.1066666666666665,9004,3,5.0622527828403285,4.175000000000001,1
18789,Sanctuary,William Faulkner,3.64,0679748148,9780679748144,eng,317,9336,544,12/6/1993,Vintage,1993.0,32.0,3.928,74209,10,5.807975311848928,3.8941823899371064,0
18790,The Portable Faulkner,William Faulkner/Malcolm Cowley,4.29,014243728X,9780142437285,eng,650,776,22,2/25/2003,Penguin Books,2003.0,22.0,4.29,776,1,4.280261541222283,3.920383141762452,1
18792,One Matchless Time: A Life of William Faulkner,Jay Parini,3.97,0060935553,9780060935559,en-US,528,193,34,6/14/2005,Harper Perennial,2005.0,20.0,4.04,452,2,4.074490095378532,3.8980357142857143,0
18795,The Guermantes Way (In Search of Lost Time  #3),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,4.3,0375752331,9780375752339,eng,834,451,80,11/3/1998,The Modern Library New York,1998.0,27.0,4.359999999999999,3784,4,4.973527932248285,4.3,1
18798,The Guermantes Way  (In Search of Lost Time  #3),Marcel Proust/Mark Treharne/Christopher Prendergast,4.3,0143039229,9780143039228,eng,619,4345,246,5/31/2005,Penguin Classics,2005.0,20.0,4.3,4345,1,4.8017327843569015,3.944565217391304,1
18799,Sodom and Gomorrah (In Search of Lost Time  #4),Marcel Proust/Christopher Prendergast/John Sturrock,4.35,0143039318,9780143039310,eng,557,3243,172,11/1/2005,Penguin Classics,2005.0,20.0,4.35,3243,1,4.738998160682581,3.944565217391304,1
18800,In Search of Lost Time  Vol. 2: Within a Budding Grove  Part 2 & The Guermantes' Way,Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin,4.57,1841598976,9781841598970,eng,888,48,1,6/29/2001,Everyman's Library,2001.0,24.0,4.550000000000001,914,2,4.540399677316278,4.147435897435898,1
18801,The Captive & The Fugitive (In Search of Lost Time  #5-6),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,4.39,0375753117,9780375753114,eng,957,1924,143,2/16/1999,Modern Library,1999.0,26.0,4.359999999999999,3784,4,4.973527932248285,3.971829268292683,1
18802,Finding Time Again (In Search of Lost Time #7),Marcel Proust/Ian Patterson/Christopher Prendergast,4.49,0141180366,9780141180366,eng,374,181,43,10/2/2003,Penguin,2003.0,22.0,4.49,181,1,3.944831442235028,3.9567241379310345,1
18803,The Way by Swann’s  (In Search of Lost Time #1),Marcel Proust/Lydia Davis/Christopher Prendergast,4.14,0141180315,9780141180311,eng,489,318,52,10/2/2003,Penguin Classics,2003.0,22.0,4.14,318,1,3.9381867669474424,3.944565217391304,1
18807,Dostoevsky: The Mantle of the Prophet  1871-1881,Joseph Frank,4.56,0691115699,9780691115696,eng,800,101,12,9/2/2003,Princeton University Press,2003.0,22.0,4.5,370,3,4.302119491006208,4.073636363636364,1
18808,Dostoevsky,Richard Freeborn,3.76,1904341276,9781904341277,eng,183,55,6,10/1/2005,Haus Publishing,2005.0,20.0,3.76,55,1,3.2262349433325337,3.76,0
18812,Dostoevsky: The Stir of Liberation  1860-1865,Joseph Frank,4.51,0691014523,9780691014524,eng,416,118,15,11/21/1988,Princeton University Press,1988.0,37.0,4.5,370,3,4.302119491006208,4.073636363636364,1
18815,Dostoevsky  Kierkegaard  Nietzsche and Kafka,William Hubben,3.57,0684825899,9780684825892,eng,192,78,10,5/13/1997,Charles Scribner's Sons,1997.0,28.0,3.57,78,1,3.2344637918520953,3.8149999999999995,0
18816,Problems of Dostoevsky's Poetics,Mikhail Bakhtin/Caryl Emerson,4.34,0816612285,9780816612284,eng,334,641,29,6/21/1984,University Of Minnesota Press,1984.0,41.0,4.34,641,1,4.248005927218977,4.34,1
18817,Dostoevsky: The Years of Ordeal  1850-1859,Joseph Frank,4.43,0691014221,9780691014227,eng,336,151,22,1/21/1987,Princeton University Press,1987.0,38.0,4.5,370,3,4.302119491006208,4.073636363636364,1
18822,The Possessed,Fyodor Dostoyevsky/Constance Garnett/Elizabeth Dalton,4.27,1593082509,9781593082505,eng,768,504,52,2/1/2005,Barnes & Noble,2005.0,20.0,4.27,504,1,4.140996964894597,4.114999999999999,1
18824,The Idiot,Fyodor Dostoyevsky/Constance Garnett/Joseph Frank,4.18,1593083475,9785170211579,eng,559,125,13,1/6/2005,Barnes  Noble Classics,2005.0,20.0,4.18,567,2,4.212358883349967,3.9921875,1
18825,Money,Martin Amis,3.71,0099461889,9780099461883,eng,394,19967,732,4/7/2005,Vintage,2005.0,20.0,3.536,42921,10,5.447720992754102,3.8941823899371064,0
18826,House of Meetings,Martin Amis,3.41,1400044553,9781400044559,eng,241,1917,206,1/16/2007,Alfred A. Knopf,2007.0,18.0,3.536,42921,10,5.447720992754102,3.8509677419354835,0
18828,The Rachel Papers,Martin Amis,3.59,0679734589,9780679734581,eng,240,8180,346,9/29/1992,Vintage,1992.0,33.0,3.536,42921,10,5.447720992754102,3.8941823899371064,0
18829,Yellow Dog,Martin Amis,2.79,1400077273,9781400077274,eng,352,1449,94,1/4/2005,Vintage,2005.0,20.0,3.536,42921,10,5.447720992754102,3.8941823899371064,0
18831,Success,Martin Amis,3.66,0679734481,9780679734482,eng,224,2191,101,4/3/1991,Vintage,1991.0,34.0,3.536,42921,10,5.447720992754102,3.8941823899371064,0
18832,Koba the Dread: Laughter and the Twenty Million,Martin Amis,3.83,1400032202,9781400032204,eng,306,1182,110,9/9/2003,Vintage,2003.0,22.0,3.536,42921,10,5.447720992754102,3.8941823899371064,0
18833,Dead Babies,Martin Amis,3.32,067973449X,9780679734499,eng,206,6348,162,4/3/1991,Vintage,1991.0,34.0,3.536,42921,10,5.447720992754102,3.8941823899371064,0
18834,Beginning Again: An Autobiography of The Years 1911 to 1918,Leonard Woolf,3.81,0156116804,9780156116800,eng,263,64,8,10/18/1989,Mariner Books,1989.0,36.0,3.81,64,1,3.29594561708068,3.933533333333333,0
18835,Virginia Woolf: A Biography,Quentin Bell,4.17,0156935805,9780156935807,eng,576,2583,66,3/20/1974,Mariner Books,1974.0,51.0,4.17,2583,1,4.580757595582737,3.933533333333333,1
18837,Cliffs Notes on Woolf's Mrs. Dalloway,Gary K. Carey,3.09,0764544578,9780764544576,eng,72,10,2,12/12/2003,Cliffs Notes,2003.0,22.0,3.295,24,2,2.8328852051940823,3.6823076923076927,0
18839,Orlando,Virginia Woolf,3.87,0141184272,9780141184272,eng,228,42153,2071,9/28/2000,Penguin Classics,2000.0,25.0,3.98,125583,4,5.834106623396798,3.944565217391304,0
18840,The Common Reader,Virginia Woolf/Andrew McNeillie,4.16,015602778X,9780156027786,eng,272,1136,58,11/4/2002,Mariner Books,2002.0,23.0,4.16,1136,1,4.329473984237151,3.933533333333333,1
18842,A Room of One's Own,Virginia Woolf/Mark Hussey/Susan Gubar,4.14,0156030411,9780156030410,en-US,112,878,81,8/1/2005,Mariner Books,2005.0,20.0,4.14,878,1,4.242264905417542,3.933533333333333,1
18843,Women and Writing,Virginia Woolf/Michèle Barrett,4.07,0156028069,9780156028066,eng,216,244,13,3/31/2003,A Harvest Book/Harcourt  Inc.,2003.0,22.0,4.07,244,1,3.8240068992754077,4.07,1
